"col0","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","col12","col13","col14","col15","col16","col17","col18","col19","col20","col21","col22","col23","col24","col25","col26","col27","col28","col29","col30","col31","col32","col33","col34"
"operator()","Real",1,3,3,0,2,65,67,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,65,65,"operator()","ql/methods/finitedifferences/utilities/hestonrndcalculator.cpp"
"operator()","Real",1,3,3,0,2,90,92,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,90,90,"operator()","test-suite/vpp.cpp"
"operator()","Real",1,3,3,0,2,92,94,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,92,92,"operator()","test-suite/integrals.cpp"
"operator()","Real",1,3,3,0,2,99,101,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,99,99,"operator()","test-suite/integrals.cpp"
"operator()","Real",1,3,3,0,2,103,105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,103,103,"operator()","ql/termstructures/volatility/abcd.cpp"
"operator()","Real",1,3,3,0,2,111,113,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,111,111,"operator()","test-suite/linearleastsquaresregression.cpp"
"operator()","Real",1,3,3,0,2,191,193,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,191,191,"operator()","test-suite/hestonslvmodel.cpp"
"operator()","Real",1,3,3,0,2,197,199,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,197,197,"operator()","ql/instruments/payoffs.cpp"
"operator()","Real",1,3,3,0,2,203,205,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,203,203,"operator()","test-suite/hestonmodel.cpp"
"operator()","Real",1,3,3,0,2,214,216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,214,214,"operator()","ql/instruments/payoffs.cpp"
"operator()","Real",1,3,3,0,2,216,218,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,216,216,"operator()","test-suite/distributions.cpp"
"operator()","Real",1,3,3,0,2,258,260,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,258,258,"operator()","test-suite/riskneutraldensitycalculator.cpp"
"operator()","Real",1,3,3,0,2,341,343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,341,341,"operator()","ql/pricingengines/blackdeltacalculator.cpp"
"operator()","Real",1,3,3,0,2,353,355,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,353,353,"operator()","ql/experimental/varianceoption/integralhestonvarianceoptionengine.cpp"
"operator()","Real",1,3,3,0,2,355,357,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,355,355,"operator()","ql/pricingengines/blackdeltacalculator.cpp"
"operator()","Real",1,3,3,0,2,488,490,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,488,488,"operator()","test-suite/nthorderderivativeop.cpp"
"operator()","Real",1,3,3,0,6,35,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,35,35,"operator()","ql/instruments/payoffs.cpp"
"operator()","Real",1,3,3,0,6,61,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,61,61,"operator()","ql/instruments/payoffs.cpp"
"operator()","Real",1,4,3,1,2,128,131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,128,128,"operator()","ql/experimental/credit/lossdistribution.cpp"
"operator()","Real",1,4,3,1,2,134,137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,134,134,"operator()","ql/experimental/credit/lossdistribution.cpp"
"operator()","Real",1,4,3,1,2,140,143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,140,140,"operator()","ql/experimental/credit/lossdistribution.cpp"
"operator()","Real",1,4,4,0,2,36,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,36,36,"operator()","ql/math/richardsonextrapolation.cpp"
"operator()","Real",1,4,4,0,2,37,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,37,37,"operator()","ql/methods/finitedifferences/utilities/fdmdiscountdirichletboundary.cpp"
"operator()","Real",1,4,4,0,2,123,126,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,123,123,"operator()","test-suite/fdmlinearop.cpp"
"operator()","Real",1,4,4,0,2,168,170,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,167,167,"operator()","ql/experimental/callablebonds/callablebond.cpp"
"operator()","Real",1,4,4,0,2,175,178,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,175,175,"operator()","ql/math/distributions/normaldistribution.cpp"
"operator()","Real",1,4,4,0,2,184,187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,184,184,"operator()","ql/math/distributions/normaldistribution.cpp"
"operator()","Real",1,4,4,0,2,219,222,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,219,219,"operator()","test-suite/interpolations.cpp"
"operator()","Real",1,4,4,0,2,1480,1483,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1480,1480,"operator()","ql/experimental/barrieroption/perturbativebarrieroptionengine.cpp"
"operator()","Real",1,4,4,0,3,36,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,36,36,"operator()","ql/termstructures/credit/defaultdensitystructure.cpp"
"operator()","Real",1,4,4,0,3,38,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,38,38,"operator()","ql/termstructures/credit/hazardratestructure.cpp"
"operator()","Real",1,4,4,0,3,44,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,44,44,"operator()","ql/pricingengines/vanilla/analyticeuropeanvasicekengine.cpp"
"operator()","Real",1,4,4,0,3,97,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,97,97,"operator()","ql/pricingengines/vanilla/analytichestonengine.cpp"
"operator()","Real",1,4,4,0,3,101,104,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,101,101,"operator()","test-suite/solvers.cpp"
"operator()","Real",1,4,4,0,3,114,117,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,114,114,"operator()","ql/pricingengines/vanilla/analytichestonengine.cpp"
"operator()","Real",1,4,4,0,3,123,126,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,123,123,"operator()","ql/math/distributions/bivariatenormaldistribution.cpp"
"operator()","Real",1,4,4,0,3,178,181,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,178,178,"operator()","test-suite/interpolations.cpp"
"operator()","Real",1,4,4,0,3,492,495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,492,492,"operator()","ql/cashflows/conundrumpricer.cpp"
"operator()","Real",1,4,4,0,3,778,781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,778,778,"operator()","ql/cashflows/conundrumpricer.cpp"
"operator()","Real",1,4,4,0,3,1491,1494,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1491,1491,"operator()","ql/experimental/barrieroption/perturbativebarrieroptionengine.cpp"
"operator()","Real",1,4,4,1,3,50,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,50,50,"operator()","ql/experimental/forward/analytichestonforwardeuropeanengine.cpp"
"operator()","Real",1,5,5,0,3,588,592,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,588,588,"operator()","ql/cashflows/conundrumpricer.cpp"
"operator()","Real",1,5,5,0,4,50,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,50,50,"operator()","ql/instruments/impliedvolatility.cpp"
"operator()","Real",1,5,5,0,4,54,58,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,54,54,"operator()","ql/experimental/credit/cdsoption.cpp"
"operator()","Real",1,5,5,0,4,213,217,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,213,213,"operator()","ql/experimental/credit/syntheticcdo.cpp"
"operator()","Real",1,5,5,0,4,326,330,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,326,326,"operator()","ql/instruments/creditdefaultswap.cpp"
"operator()","Real",1,5,5,0,9,37,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,37,37,"operator()","ql/experimental/credit/randomdefaultmodel.cpp"
"operator()","Real",1,5,5,1,3,67,71,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,67,67,"operator()","ql/experimental/asian/analytic_cont_geom_av_price_heston.cpp"
"operator()","Real",1,6,5,0,3,40,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,40,40,"operator()","ql/legacy/libormarketmodels/lfmcovarparam.cpp"
"operator()","Real",1,6,6,0,4,34,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,34,34,"operator()","ql/pricingengines/vanilla/integralengine.cpp"
"operator()","Real",1,6,6,0,4,40,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,40,40,"operator()","ql/pricingengines/exotic/analyticcompoundoptionengine.cpp"
"operator()","Real",1,6,6,0,4,60,65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,60,60,"operator()","ql/pricingengines/vanilla/analytichestonengine.cpp"
"operator()","Real",1,6,6,0,4,183,187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,182,182,"operator()","ql/termstructures/volatility/optionlet/optionletstripper2.cpp"
"operator()","Real",1,6,6,0,6,44,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,44,44,"operator()","ql/methods/montecarlo/lsmbasissystem.cpp"
"operator()","Real",1,6,6,0,8,37,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,37,37,"operator()","Examples/MultidimIntegral/MultidimIntegral.cpp"
"operator()","Real",1,6,6,1,5,104,109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,104,104,"operator()","ql/experimental/callablebonds/callablebond.cpp"
"operator()","Real",1,7,6,0,4,36,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,36,36,"operator()","ql/math/distributions/studenttdistribution.cpp"
"operator()","Real",1,7,7,0,4,755,761,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,755,755,"operator()","ql/cashflows/cashflows.cpp"
"operator()","Real",1,7,7,0,6,67,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,67,67,"operator()","ql/experimental/swaptions/irregularswaption.cpp"
"operator()","Real",1,7,7,0,6,74,80,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,74,74,"operator()","ql/pricingengines/vanilla/analytichestonengine.cpp"
"operator()","Real",1,7,7,0,6,86,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,86,86,"operator()","ql/instruments/swaption.cpp"
"operator()","Real",1,7,7,0,6,90,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,90,90,"operator()","ql/instruments/capfloor.cpp"
"operator()","Real",1,7,7,0,7,39,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,39,39,"operator()","ql/models/shortrate/onefactormodel.cpp"
"operator()","Real",1,7,7,0,7,197,203,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,197,197,"operator()","ql/models/shortrate/twofactormodels/g2.cpp"
"operator()","Real",1,7,7,0,9,672,678,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,672,672,"operator()","ql/cashflows/conundrumpricer.cpp"
"operator()","Real",1,8,6,1,5,42,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,42,42,"operator()","ql/experimental/asian/analytic_cont_geom_av_price_heston.cpp"
"operator()","Real",1,8,6,1,5,48,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,48,48,"operator()","ql/experimental/asian/analytic_discr_geom_av_price_heston.cpp"
"operator()","Real",1,8,7,0,4,52,59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,52,52,"operator()","ql/pricingengines/vanilla/fdcevvanillaengine.cpp"
"operator()","Real",1,8,7,0,7,43,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,43,43,"operator()","ql/pricingengines/basket/singlefactorbsmbasketengine.cpp"
"operator()","Real",1,8,8,0,7,41,48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,41,41,"operator()","ql/models/marketmodels/models/alphaformconcrete.cpp"
"operator()","Real",1,8,8,0,8,44,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,44,44,"operator()","ql/math/polynomialmathfunction.cpp"
"operator()","Real",1,9,6,0,17,55,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,55,55,"operator()","ql/math/richardsonextrapolation.cpp"
"operator()","Real",1,9,7,0,6,26,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,26,"operator()","ql/math/distributions/studenttdistribution.cpp"
"operator()","Real",1,9,8,0,7,97,104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,96,96,"operator()","ql/math/integrals/gaussianquadratures.cpp"
"operator()","Real",1,9,8,1,6,270,277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,269,269,"operator()","ql/experimental/callablebonds/callablebond.cpp"
"operator()","Real",1,9,9,0,6,61,69,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,61,61,"operator()","ql/methods/montecarlo/lsmbasissystem.cpp"
"operator()","Real",1,10,8,0,4,136,145,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,136,136,"operator()","ql/pricingengines/vanilla/analyticptdhestonengine.cpp"
"operator()","Real",1,10,8,0,13,32,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,32,32,"operator()","ql/pricingengines/forward/mcforwardeuropeanbsengine.cpp"
"operator()","Real",1,10,10,0,9,40,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,40,40,"operator()","ql/pricingengines/swaption/gaussian1djamshidianswaptionengine.cpp"
"operator()","Real",1,10,10,0,10,38,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,38,38,"operator()","ql/models/shortrate/onefactormodels/blackkarasinski.cpp"
"operator()","Real",1,10,10,0,10,62,71,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,62,62,"operator()","ql/experimental/shortrate/generalizedhullwhite.cpp"
"operator()","Real",1,10,10,0,13,91,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,91,91,"operator()","ql/instruments/payoffs.cpp"
"operator()","Real",1,10,10,0,13,101,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,101,101,"operator()","ql/instruments/vanillaswingoption.cpp"
"operator()","Real",1,10,10,0,13,110,119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,110,110,"operator()","ql/instruments/payoffs.cpp"
"operator()","Real",1,10,10,0,13,129,138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,129,129,"operator()","ql/instruments/payoffs.cpp"
"operator()","Real",1,10,10,0,13,154,163,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,154,154,"operator()","ql/instruments/payoffs.cpp"
"operator()","Real",1,10,10,0,13,178,187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,178,178,"operator()","ql/instruments/payoffs.cpp"
"operator()","Real",1,11,7,0,7,167,177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,167,167,"operator()","ql/experimental/swaptions/haganirregularswaptionengine.cpp"
"operator()","Real",1,11,8,0,6,93,103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,93,93,"operator()","ql/math/distributions/chisquaredistribution.cpp"
"operator()","Real",1,11,9,0,14,32,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,32,32,"operator()","ql/pricingengines/forward/mcforwardeuropeanhestonengine.cpp"
"operator()","Real",1,11,10,0,12,119,129,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,119,119,"operator()","test-suite/fdsabr.cpp"
"operator()","Real",1,11,11,0,10,38,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,38,38,"operator()","ql/pricingengines/swaption/jamshidianswaptionengine.cpp"
"operator()","Real",1,12,10,0,9,94,105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,94,94,"operator()","ql/legacy/libormarketmodels/lfmcovarproxy.cpp"
"operator()","Real",1,12,10,0,15,35,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,35,35,"operator()","ql/pricingengines/vanilla/mchestonhullwhiteengine.cpp"
"operator()","Real",1,12,12,0,7,225,236,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,225,225,"operator()","ql/termstructures/volatility/sabr.cpp"
"operator()","Real",1,13,10,0,16,30,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,30,30,"operator()","ql/pricingengines/cliquet/mcperformanceengine.cpp"
"operator()","Real",1,13,13,0,10,135,147,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,135,135,"operator()","ql/math/distributions/bivariatenormaldistribution.cpp"
"operator()","Real",1,13,13,0,14,200,212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,200,200,"operator()","ql/experimental/math/laplaceinterpolation.cpp"
"operator()","Real",1,13,13,0,21,26,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,26,26,"operator()","ql/instruments/stickyratchet.cpp"
"operator()","Real",1,14,10,2,9,52,65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,52,52,"operator()","ql/experimental/variancegamma/analyticvariancegammaengine.cpp"
"operator()","Real",1,14,11,0,7,86,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,86,86,"operator()","test-suite/swingoption.cpp"
