fname,ftype,parameters,lines,LOC,comments,curlstart,curlend,nothrow,sideeffect,varargs,startline,endline,function,file
"gui_mch_disable_beval_area","void",1,5,5,0,173,176,0,0,0,172,172,"gui_mch_disable_beval_area","/home/runner/work/vim/vim/src/gui_beval.c"
"gui_mch_enable_beval_area","void",1,5,5,0,166,169,0,0,0,165,165,"gui_mch_enable_beval_area","/home/runner/work/vim/vim/src/gui_beval.c"
"gui_mch_create_beval_area","BalloonEval *",4,59,46,9,86,139,0,0,0,81,81,"gui_mch_create_beval_area","/home/runner/work/vim/vim/src/gui_beval.c"
"gui_gtk_form_thaw","void",1,13,11,0,188,199,0,0,0,187,187,"gui_gtk_form_thaw","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"gui_gtk_form_freeze","void",1,6,5,0,180,184,0,0,0,179,179,"gui_gtk_form_freeze","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"gui_gtk_form_move_resize","void",6,12,11,0,835,844,0,0,0,833,833,"gui_gtk_form_move_resize","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"gui_gtk_form_move","void",4,24,21,0,158,176,0,0,0,153,153,"gui_gtk_form_move","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"gui_gtk_form_put","void",4,44,31,5,112,150,0,0,0,107,107,"gui_gtk_form_put","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"gui_gtk_form_new","GtkWidget *",0,12,10,0,94,104,0,0,0,93,93,"gui_gtk_form_new","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"gui_gtk_form_get_type","GType",0,1,1,0,204,204,0,0,0,204,204,"gui_gtk_form_get_type","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"gui_menu_cb","void",1,15,12,1,3454,3467,0,0,0,3453,3453,"gui_menu_cb","/home/runner/work/vim/vim/src/gui.c"
"gui_xy2colrow","int",3,8,7,0,3440,3446,0,0,0,3439,3439,"gui_xy2colrow","/home/runner/work/vim/vim/src/gui.c"
"gui_send_mouse_event","void",5,326,235,66,3112,3431,0,0,0,3106,3106,"gui_send_mouse_event","/home/runner/work/vim/vim/src/gui.c"
"recent_func_log_func","void",4,8,6,2,2690,2693,0,1,0,2686,2686,"recent_func_log_func","/home/runner/work/vim/vim/src/gui_gtk.c"
"entry_changed_cb","void",2,22,17,1,2651,2671,0,0,0,2650,2650,"entry_changed_cb","/home/runner/work/vim/vim/src/gui_gtk.c"
"entry_activate_cb","void",2,4,4,0,2636,2638,0,0,0,2635,2635,"entry_activate_cb","/home/runner/work/vim/vim/src/gui_gtk.c"
"find_replace_cb","void",2,36,30,2,2595,2629,0,0,0,2594,2594,"find_replace_cb","/home/runner/work/vim/vim/src/gui_gtk.c"
"add_byte_to_showcmd","void",1,55,44,3,1827,1880,0,0,0,1826,1826,"add_byte_to_showcmd","/home/runner/work/vim/vim/src/getchar.c"
"find_replace_dialog_create","void",2,372,313,25,2204,2574,0,0,0,2203,2203,"find_replace_dialog_create","/home/runner/work/vim/vim/src/gui_gtk.c"
"fill_mouse_coord","void",3,7,7,0,3082,3087,0,0,0,3081,3081,"fill_mouse_coord","/home/runner/work/vim/vim/src/gui.c"
"merge_modifyOtherKeys","int",2,52,39,10,1769,1819,0,0,0,1768,1768,"merge_modifyOtherKeys","/home/runner/work/vim/vim/src/getchar.c"
"gui_inchar","int",4,8,8,1,3073,3075,0,0,0,3068,3068,"gui_inchar","/home/runner/work/vim/vim/src/gui.c"
"gui_wait_for_chars","int",2,4,4,0,3060,3062,0,0,0,3059,3059,"gui_wait_for_chars","/home/runner/work/vim/vim/src/gui.c"
"gui_wait_for_chars_buf","int",4,40,27,9,3013,3047,0,0,0,3008,3008,"gui_wait_for_chars_buf","/home/runner/work/vim/vim/src/gui.c"
"gui_wait_for_chars_or_timer","int",3,12,12,0,2988,2995,0,0,0,2984,2984,"gui_wait_for_chars_or_timer","/home/runner/work/vim/vim/src/gui.c"
"updatescript","void",1,19,18,0,1744,1761,0,0,0,1743,1743,"updatescript","/home/runner/work/vim/vim/src/getchar.c"
"gui_wait_for_chars_3","int",3,7,7,0,2974,2976,0,0,0,2970,2970,"gui_wait_for_chars_3","/home/runner/work/vim/vim/src/gui.c"
"gui_insert_lines","void",2,24,21,1,2941,2963,0,0,0,2940,2940,"gui_insert_lines","/home/runner/work/vim/vim/src/gui.c"
"before_blocking","void",0,8,8,0,1727,1733,0,0,0,1726,1726,"before_blocking","/home/runner/work/vim/vim/src/getchar.c"
"using_script","int",0,4,4,0,1717,1719,0,1,0,1716,1716,"using_script","/home/runner/work/vim/vim/src/getchar.c"
"closescript","void",0,10,9,0,1693,1701,0,0,0,1692,1692,"closescript","/home/runner/work/vim/vim/src/getchar.c"
"gui_delete_lines","void",2,26,21,3,2913,2937,0,0,0,2912,2912,"gui_delete_lines","/home/runner/work/vim/vim/src/gui.c"
"openscript","void",2,74,57,18,1616,1686,0,0,0,1613,1613,"openscript","/home/runner/work/vim/vim/src/getchar.c"
"gui_redraw_block","void",5,155,129,22,2761,2909,0,0,0,2755,2755,"gui_redraw_block","/home/runner/work/vim/vim/src/gui.c"
"restore_typeahead","void",2,19,17,0,1590,1607,0,0,0,1589,1589,"restore_typeahead","/home/runner/work/vim/vim/src/getchar.c"
"find_key_press_event","int",3,23,14,5,2082,2100,0,0,0,2078,2078,"find_key_press_event","/home/runner/work/vim/vim/src/gui_gtk.c"
"save_typeahead","void",1,19,17,0,1564,1581,0,0,0,1563,1563,"save_typeahead","/home/runner/work/vim/vim/src/getchar.c"
"can_get_old_char","int",0,6,4,2,1553,1557,0,1,0,1552,1552,"can_get_old_char","/home/runner/work/vim/vim/src/getchar.c"
"free_typebuf","void",0,11,11,0,1515,1524,0,0,0,1514,1514,"free_typebuf","/home/runner/work/vim/vim/src/getchar.c"
"gui_redraw","void",4,25,15,7,2729,2748,0,0,0,2724,2724,"gui_redraw","/home/runner/work/vim/vim/src/gui.c"
"alloc_typebuf","int",0,22,22,1,1488,1508,0,0,0,1487,1487,"alloc_typebuf","/home/runner/work/vim/vim/src/getchar.c"
"gui_undraw_cursor","void",0,20,13,4,2703,2721,0,0,0,2702,2702,"gui_undraw_cursor","/home/runner/work/vim/vim/src/gui.c"
"may_sync_undo","void",0,6,6,0,1476,1480,0,0,0,1475,1475,"may_sync_undo","/home/runner/work/vim/vim/src/getchar.c"
"ungetchars","void",1,8,7,0,1458,1464,0,0,0,1457,1457,"ungetchars","/home/runner/work/vim/vim/src/getchar.c"
"gui_outstr_nowrap","int",6,398,323,67,2305,2695,0,0,0,2298,2298,"gui_outstr_nowrap","/home/runner/work/vim/vim/src/gui.c"
"gotchars_ignore","void",0,5,5,0,1445,1448,0,0,0,1444,1444,"gotchars_ignore","/home/runner/work/vim/vim/src/getchar.c"
"gotchars","void",2,37,26,5,1403,1438,0,0,0,1402,1402,"gotchars","/home/runner/work/vim/vim/src/getchar.c"
"gotchars_add_byte","int",2,50,37,8,1347,1395,0,0,0,1346,1346,"gotchars_add_byte","/home/runner/work/vim/vim/src/getchar.c"
"del_typebuf","void",2,72,54,17,1257,1327,0,0,0,1256,1256,"del_typebuf","/home/runner/work/vim/vim/src/getchar.c"
"typebuf_maplen","int",0,4,4,0,1248,1250,0,1,0,1247,1247,"typebuf_maplen","/home/runner/work/vim/vim/src/getchar.c"
"typebuf_typed","int",0,4,4,0,1239,1241,0,1,0,1238,1238,"typebuf_typed","/home/runner/work/vim/vim/src/getchar.c"
"typebuf_changed","int",1,9,9,1,1225,1231,0,1,0,1223,1223,"typebuf_changed","/home/runner/work/vim/vim/src/getchar.c"
"gui_screenstr","int",6,68,57,12,2221,2281,0,0,0,2214,2214,"gui_screenstr","/home/runner/work/vim/vim/src/gui.c"
"ins_char_typebuf","int",2,9,8,0,1204,1211,0,0,0,1203,1203,"ins_char_typebuf","/home/runner/work/vim/vim/src/getchar.c"
"ins_typebuf","int",5,139,98,34,1061,1193,0,0,0,1055,1055,"ins_typebuf","/home/runner/work/vim/vim/src/getchar.c"
"gui_screenchar","int",5,30,23,7,2182,2205,0,0,0,2176,2176,"gui_screenchar","/home/runner/work/vim/vim/src/gui.c"
"gui_outstr","void",2,48,41,4,2122,2168,0,0,0,2121,2121,"gui_outstr","/home/runner/work/vim/vim/src/gui.c"
"entry_get_text_length","unsigned long",1,24,12,11,2178,2200,0,0,0,2177,2177,"entry_get_text_length","/home/runner/work/vim/vim/src/gui_gtk.c"
"gui_may_flush","void",0,5,5,0,2115,2118,0,0,0,2114,2114,"gui_may_flush","/home/runner/work/vim/vim/src/gui.c"
"gui_enable_flush","void",0,4,4,0,2106,2108,0,0,0,2105,2105,"gui_enable_flush","/home/runner/work/vim/vim/src/gui.c"
"gui_disable_flush","void",0,4,4,0,2097,2099,0,0,0,2096,2096,"gui_disable_flush","/home/runner/work/vim/vim/src/gui.c"
"gui_can_update_cursor","void",0,6,4,2,2086,2090,0,0,0,2085,2085,"gui_can_update_cursor","/home/runner/work/vim/vim/src/gui.c"
"gui_dont_update_cursor","void",1,10,8,1,2074,2082,0,0,0,2073,2073,"gui_dont_update_cursor","/home/runner/work/vim/vim/src/gui.c"
"gui_write","void",2,213,191,37,1856,2065,0,0,0,1853,1853,"gui_write","/home/runner/work/vim/vim/src/gui.c"
"noremap_keys","int",0,4,4,0,1031,1033,0,1,0,1030,1030,"noremap_keys","/home/runner/work/vim/vim/src/getchar.c"
"init_typebuf","void",0,12,11,0,1014,1024,0,0,0,1013,1013,"init_typebuf","/home/runner/work/vim/vim/src/getchar.c"
"convert_localized_message","const char *",2,10,8,0,2163,2171,0,0,0,2162,2162,"convert_localized_message","/home/runner/work/vim/vim/src/gui_gtk.c"
"create_image_button","GtkWidget *",2,51,44,0,2110,2154,0,0,0,2104,2104,"create_image_button","/home/runner/work/vim/vim/src/gui_gtk.c"
"stop_redo_ins","void",0,4,4,0,1003,1005,0,0,0,1002,1002,"stop_redo_ins","/home/runner/work/vim/vim/src/getchar.c"
"start_redo_ins","int",0,24,19,2,977,999,0,0,0,976,976,"start_redo_ins","/home/runner/work/vim/vim/src/getchar.c"
"start_redo","int",2,70,53,9,900,968,0,0,0,899,899,"start_redo","/home/runner/work/vim/vim/src/getchar.c"
"gui_update_cursor_later","void",0,4,4,0,1848,1850,0,0,0,1847,1847,"gui_update_cursor_later","/home/runner/work/vim/vim/src/gui.c"
"gui_clear_block","void",4,16,12,2,1830,1840,0,0,0,1825,1825,"gui_clear_block","/home/runner/work/vim/vim/src/gui.c"
"gui_stop_highlight","void",1,7,7,2,1813,1818,0,0,0,1812,1812,"gui_stop_highlight","/home/runner/work/vim/vim/src/gui.c"
"gui_start_highlight","void",1,7,7,2,1804,1809,0,0,0,1803,1803,"gui_start_highlight","/home/runner/work/vim/vim/src/gui.c"
"gui_make_popup","void",2,60,47,5,1993,2051,0,0,0,1992,1992,"gui_make_popup","/home/runner/work/vim/vim/src/gui_gtk.c"
"gui_reset_scroll_region","void",0,7,7,0,1795,1800,0,0,0,1794,1794,"gui_reset_scroll_region","/home/runner/work/vim/vim/src/gui.c"
"gui_new_shellsize","void",0,4,4,0,1786,1788,0,0,0,1785,1785,"gui_new_shellsize","/home/runner/work/vim/vim/src/gui.c"
"gui_set_shellsize","void",3,109,90,10,1675,1779,0,0,0,1671,1671,"gui_set_shellsize","/home/runner/work/vim/vim/src/gui.c"
"copy_redo","void",1,7,6,0,882,887,0,0,0,881,881,"copy_redo","/home/runner/work/vim/vim/src/getchar.c"
"read_redo","int",2,60,55,7,815,873,0,0,0,814,814,"read_redo","/home/runner/work/vim/vim/src/getchar.c"
"popup_menu_position_func","void",5,23,20,1,1971,1989,0,0,0,1967,1967,"popup_menu_position_func","/home/runner/work/vim/vim/src/gui_gtk.c"
"stuffescaped","void",2,30,24,4,775,803,0,0,0,774,774,"stuffescaped","/home/runner/work/vim/vim/src/getchar.c"
"gui_mch_show_popupmenu","void",1,68,53,9,1887,1953,0,0,0,1886,1886,"gui_mch_show_popupmenu","/home/runner/work/vim/vim/src/gui_gtk.c"
"stuffnumReadbuff","void",1,4,4,0,765,767,0,0,0,764,764,"stuffnumReadbuff","/home/runner/work/vim/vim/src/getchar.c"
"stuffcharReadbuff","void",1,4,4,0,756,758,0,0,0,755,755,"stuffcharReadbuff","/home/runner/work/vim/vim/src/getchar.c"
"stuffReadbuffSpec","void",1,21,19,1,728,747,0,0,0,727,727,"stuffReadbuffSpec","/home/runner/work/vim/vim/src/getchar.c"
"gui_mch_dialog","int",7,103,81,13,1783,1878,0,0,0,1776,1776,"gui_mch_dialog","/home/runner/work/vim/vim/src/gui_gtk.c"
"stuffReadbuffLen","void",2,4,4,0,716,718,0,0,0,715,715,"stuffReadbuffLen","/home/runner/work/vim/vim/src/getchar.c"
"stuffRedoReadbuff","void",1,4,4,0,710,712,0,0,0,709,709,"stuffRedoReadbuff","/home/runner/work/vim/vim/src/getchar.c"
"stuffReadbuff","void",1,4,4,0,700,702,0,0,0,699,699,"stuffReadbuff","/home/runner/work/vim/vim/src/getchar.c"
"AppendNumberToRedobuff","void",1,5,5,0,689,692,0,0,0,688,688,"AppendNumberToRedobuff","/home/runner/work/vim/vim/src/getchar.c"
"AppendCharToRedobuff","void",1,5,5,0,679,682,0,0,0,678,678,"AppendCharToRedobuff","/home/runner/work/vim/vim/src/getchar.c"
"AppendToRedobuffSpec","void",1,17,15,1,656,671,0,0,0,655,655,"AppendToRedobuffSpec","/home/runner/work/vim/vim/src/getchar.c"
"gui_get_shellsize","int",0,6,6,0,1657,1661,0,0,0,1656,1656,"gui_get_shellsize","/home/runner/work/vim/vim/src/gui.c"
"gui_may_resize_shell","void",0,7,5,2,1648,1653,0,0,0,1647,1647,"gui_may_resize_shell","/home/runner/work/vim/vim/src/gui.c"
"AppendToRedobuffLit","void",2,45,32,8,607,648,0,0,0,604,604,"AppendToRedobuffLit","/home/runner/work/vim/vim/src/getchar.c"
"AppendToRedobuff","void",1,5,5,0,594,597,0,0,0,593,593,"AppendToRedobuff","/home/runner/work/vim/vim/src/getchar.c"
"restoreRedobuff","void",1,7,7,0,581,586,0,0,0,580,580,"restoreRedobuff","/home/runner/work/vim/vim/src/getchar.c"
"gui_resize_shell","void",2,82,55,15,1561,1641,0,0,0,1560,1560,"gui_resize_shell","/home/runner/work/vim/vim/src/gui.c"
"saveRedobuff","void",1,18,14,1,557,573,0,0,0,556,556,"saveRedobuff","/home/runner/work/vim/vim/src/getchar.c"
"CancelRedo","void",0,12,11,0,539,549,0,0,0,538,538,"CancelRedo","/home/runner/work/vim/vim/src/getchar.c"
"ResetRedobuff","void",0,9,8,0,524,531,0,0,0,523,523,"ResetRedobuff","/home/runner/work/vim/vim/src/getchar.c"
"flush_buffers","void",1,51,41,8,467,516,0,0,0,466,466,"flush_buffers","/home/runner/work/vim/vim/src/getchar.c"
"gui_get_base_height","int",0,31,27,3,1524,1553,0,1,0,1523,1523,"gui_get_base_height","/home/runner/work/vim/vim/src/gui.c"
"gui_get_base_width","int",0,11,10,0,1508,1517,0,1,0,1507,1507,"gui_get_base_width","/home/runner/work/vim/vim/src/gui.c"
"gui_position_components","void",1,73,63,1,1430,1501,0,0,0,1429,1429,"gui_position_components","/home/runner/work/vim/vim/src/gui.c"
"typeahead_noflush","void",1,4,4,0,456,458,0,0,0,455,455,"typeahead_noflush","/home/runner/work/vim/vim/src/getchar.c"
"readbuf1_empty","int",0,4,4,0,446,448,0,1,0,445,445,"readbuf1_empty","/home/runner/work/vim/vim/src/getchar.c"
"stuff_empty","int",0,5,5,0,434,437,0,1,0,433,433,"stuff_empty","/home/runner/work/vim/vim/src/getchar.c"
"start_stuff","void",0,13,13,2,416,427,0,0,0,415,415,"start_stuff","/home/runner/work/vim/vim/src/getchar.c"
"gui_position_menu","void",0,7,7,0,1416,1421,0,1,0,1415,1415,"gui_position_menu","/home/runner/work/vim/vim/src/gui.c"
"gui_update_cursor","void",2,249,199,37,1166,1411,0,0,0,1163,1163,"gui_update_cursor","/home/runner/work/vim/vim/src/gui.c"
"read_readbuf","int",2,22,19,1,389,409,0,0,0,388,388,"read_readbuf","/home/runner/work/vim/vim/src/getchar.c"
"read_readbuffers","int",1,9,8,0,378,385,0,0,0,377,377,"read_readbuffers","/home/runner/work/vim/vim/src/getchar.c"
"dialog_key_press_event_cb","gboolean",3,28,22,4,1747,1773,0,0,0,1746,1746,"dialog_key_press_event_cb","/home/runner/work/vim/vim/src/gui_gtk.c"
"add_char_buff","void",2,46,42,2,318,362,0,0,0,317,317,"add_char_buff","/home/runner/work/vim/vim/src/getchar.c"
"dialog_add_buttons","void",2,97,65,28,1635,1730,0,0,0,1634,1634,"dialog_add_buttons","/home/runner/work/vim/vim/src/gui_gtk.c"
"add_num_buff","void",2,8,7,0,304,310,0,0,0,303,303,"add_num_buff","/home/runner/work/vim/vim/src/getchar.c"
"delete_buff_tail","void",2,11,10,1,288,297,0,0,0,287,287,"delete_buff_tail","/home/runner/work/vim/vim/src/getchar.c"
"add_buff","void",3,58,54,5,227,280,0,0,0,223,223,"add_buff","/home/runner/work/vim/vim/src/getchar.c"
"button_equal","int",2,19,16,0,1614,1631,0,0,0,1613,1613,"button_equal","/home/runner/work/vim/vim/src/gui_gtk.c"
"get_inserted","string_T",0,7,7,0,211,216,0,0,0,210,210,"get_inserted","/home/runner/work/vim/vim/src/getchar.c"
"get_recorded","char_u *",0,30,17,8,175,203,0,0,0,174,174,"get_recorded","/home/runner/work/vim/vim/src/getchar.c"
"gui_check_pos","void",0,9,9,0,1148,1155,0,0,0,1147,1147,"gui_check_pos","/home/runner/work/vim/vim/src/gui.c"
"split_button_translation","char **",1,42,32,5,1570,1610,0,0,0,1569,1569,"split_button_translation","/home/runner/work/vim/vim/src/gui_gtk.c"
"get_buffcont","char_u *",3,31,26,3,140,166,0,0,0,136,136,"get_buffcont","/home/runner/work/vim/vim/src/getchar.c"
"gui_set_cursor","void",2,5,5,0,1138,1141,0,0,0,1137,1137,"gui_set_cursor","/home/runner/work/vim/vim/src/gui.c"
"gui_adjust_undraw_cursor_for_ligatures","void",2,20,15,2,1115,1133,0,0,0,1114,1114,"gui_adjust_undraw_cursor_for_ligatures","/home/runner/work/vim/vim/src/gui.c"
"gui_set_ligatures","void",0,22,18,2,1088,1108,0,0,0,1087,1087,"gui_set_ligatures","/home/runner/work/vim/vim/src/gui.c"
"free_buff","void",1,12,11,0,119,129,0,0,0,118,118,"free_buff","/home/runner/work/vim/vim/src/getchar.c"
"gui_get_wide_font","int",0,45,36,8,1036,1079,0,0,0,1035,1035,"gui_get_wide_font","/home/runner/work/vim/vim/src/gui.c"
"split_button_string","char **",2,34,30,1,1534,1566,0,0,0,1533,1533,"split_button_string","/home/runner/work/vim/vim/src/gui_gtk.c"
"create_message_dialog","GtkWidget *",3,34,30,0,1492,1524,0,0,0,1491,1491,"create_message_dialog","/home/runner/work/vim/vim/src/gui_gtk.c"
"gui_init_font","int",2,74,53,15,907,979,0,0,0,906,906,"gui_init_font","/home/runner/work/vim/vim/src/gui.c"
"gui_shell_closed","void",0,24,18,4,872,894,0,0,0,871,871,"gui_shell_closed","/home/runner/work/vim/vim/src/gui.c"
"gui_exit","void",1,8,6,2,853,859,0,0,0,852,852,"gui_exit","/home/runner/work/vim/vim/src/gui.c"
"gui_init","void",0,352,229,88,498,848,0,0,0,497,497,"gui_init","/home/runner/work/vim/vim/src/gui.c"
"gui_mch_browsedir","char_u *",2,60,44,11,1427,1483,0,0,0,1424,1424,"gui_mch_browsedir","/home/runner/work/vim/vim/src/gui_gtk.c"
"gui_mch_browse","char_u *",6,170,141,13,1251,1414,0,0,0,1245,1245,"gui_mch_browse","/home/runner/work/vim/vim/src/gui_gtk.c"
"gui_init_check","int",0,98,81,11,395,491,0,0,0,394,394,"gui_init_check","/home/runner/work/vim/vim/src/gui.c"
"gui_prepare","void",2,6,6,2,381,385,0,0,0,380,380,"gui_prepare","/home/runner/work/vim/vim/src/gui.c"
"gui_read_child_pipe","int",1,16,15,0,358,372,0,0,0,357,357,"gui_read_child_pipe","/home/runner/work/vim/vim/src/gui.c"
"gui_do_fork","void",0,112,72,32,235,345,0,0,0,234,234,"gui_do_fork","/home/runner/work/vim/vim/src/gui.c"
"gui_attempt_start","void",0,31,24,1,183,212,0,0,0,182,182,"gui_attempt_start","/home/runner/work/vim/vim/src/gui.c"
"gui_start","void",1,106,76,28,65,169,0,0,0,64,64,"gui_start","/home/runner/work/vim/vim/src/gui.c"
"form_child_unmap","void",2,9,7,0,879,886,0,0,0,878,878,"form_child_unmap","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"form_child_map","void",2,9,7,0,868,875,0,0,0,867,867,"form_child_map","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"form_send_configure","void",1,18,15,0,848,864,0,0,0,847,847,"form_send_configure","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"form_position_children","void",1,7,6,0,825,830,0,0,0,824,824,"form_position_children","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"form_position_child","void",3,74,64,0,752,821,0,0,0,748,748,"form_position_child","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"gui_mch_destroy_scrollbar","void",1,9,9,0,1179,1186,0,0,0,1178,1178,"gui_mch_destroy_scrollbar","/home/runner/work/vim/vim/src/gui_gtk.c"
"gui_mch_create_scrollbar","void",2,31,26,0,1146,1175,0,0,0,1145,1145,"gui_mch_create_scrollbar","/home/runner/work/vim/vim/src/gui_gtk.c"
"form_realize_child","void",2,5,5,0,742,745,0,0,0,741,741,"form_realize_child","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"adjustment_value_changed","void",2,60,42,15,1083,1141,0,0,0,1082,1082,"adjustment_value_changed","/home/runner/work/vim/vim/src/gui_gtk.c"
"form_attach_child_window","void",2,70,59,5,670,738,0,0,0,669,669,"form_attach_child_window","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"gui_mch_get_scrollbar_ypadding","int",0,12,12,0,1066,1076,0,0,0,1065,1065,"gui_mch_get_scrollbar_ypadding","/home/runner/work/vim/vim/src/gui_gtk.c"
"gui_mch_get_scrollbar_xpadding","int",0,15,14,0,1049,1062,0,0,0,1048,1048,"gui_mch_get_scrollbar_xpadding","/home/runner/work/vim/vim/src/gui_gtk.c"
"gui_mch_set_scrollbar_pos","void",5,5,5,0,1042,1045,0,0,0,1041,1041,"gui_mch_set_scrollbar_pos","/home/runner/work/vim/vim/src/gui_gtk.c"
"gui_mch_set_scrollbar_thumb","void",4,31,22,1,1009,1038,0,0,0,1008,1008,"gui_mch_set_scrollbar_thumb","/home/runner/work/vim/vim/src/gui_gtk.c"
"form_forall","void",4,23,19,0,646,664,0,0,0,642,642,"form_forall","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"gui_mch_destroy_menu","void",1,49,40,5,953,1000,0,0,0,952,952,"gui_mch_destroy_menu","/home/runner/work/vim/vim/src/gui_gtk.c"
"form_remove","void",2,46,38,3,595,639,0,0,0,594,594,"form_remove","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"gui_mch_menu_set_tip","void",1,19,15,2,926,943,0,0,0,925,925,"gui_mch_menu_set_tip","/home/runner/work/vim/vim/src/gui_gtk.c"
"get_menu_position","int",1,13,11,0,908,919,0,0,0,907,907,"get_menu_position","/home/runner/work/vim/vim/src/gui_gtk.c"
"gui_mch_toggle_tearoffs","void",1,4,3,1,893,895,0,1,0,892,892,"gui_mch_toggle_tearoffs","/home/runner/work/vim/vim/src/gui_gtk.c"
"gui_gtk_set_mnemonics","void",1,16,14,0,855,869,0,0,0,854,854,"gui_gtk_set_mnemonics","/home/runner/work/vim/vim/src/gui_gtk.c"
"form_draw","gboolean",2,35,19,10,535,568,0,0,0,534,534,"form_draw","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"gui_mch_set_text_area_pos","void",4,4,4,0,844,846,0,0,0,843,843,"gui_mch_set_text_area_pos","/home/runner/work/vim/vim/src/gui_gtk.c"
"gui_mch_add_menu_item","void",2,123,99,8,717,838,0,0,0,716,716,"gui_mch_add_menu_item","/home/runner/work/vim/vim/src/gui_gtk.c"
"toolbar_button_focus_in_event","gint",3,12,8,3,412,420,0,0,0,409,409,"toolbar_button_focus_in_event","/home/runner/work/vim/vim/src/gui_gtk.c"
"menu_item_activate","void",2,4,4,0,683,685,0,0,0,682,682,"menu_item_activate","/home/runner/work/vim/vim/src/gui_gtk.c"
"menu_item_select","void",2,26,25,0,689,713,0,0,0,688,688,"menu_item_select","/home/runner/work/vim/vim/src/gui_gtk.c"
"gtk_form_render_background","void",2,7,7,0,526,531,0,0,0,525,525,"gtk_form_render_background","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"form_size_allocate","void",2,47,39,0,476,521,0,0,0,475,475,"form_size_allocate","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"form_get_preferred_height","void",3,11,9,0,464,471,0,0,0,461,461,"form_get_preferred_height","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"form_get_preferred_width","void",3,11,9,0,451,458,0,0,0,448,448,"form_get_preferred_width","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"form_size_request","void",2,8,7,0,438,444,0,0,0,437,437,"form_size_request","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"form_unrealize","void",1,45,35,0,391,434,0,0,0,390,390,"form_unrealize","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"gui_mch_add_menu","void",2,45,35,1,636,679,0,0,0,635,635,"gui_mch_add_menu","/home/runner/work/vim/vim/src/gui_gtk.c"
"glib_queueautoptr_cleanup_GtkPlug","void",1,1,1,0,27,27,0,0,0,27,27,"glib_queueautoptr_cleanup_GtkPlug","/usr/include/gtk-3.0/gtk/gtkx-autocleanups.h"
"glib_slistautoptr_cleanup_GtkPlug","void",1,1,1,0,27,27,0,0,0,27,27,"glib_slistautoptr_cleanup_GtkPlug","/usr/include/gtk-3.0/gtk/gtkx-autocleanups.h"
"glib_listautoptr_cleanup_GtkPlug","void",1,1,1,0,27,27,0,0,0,27,27,"glib_listautoptr_cleanup_GtkPlug","/usr/include/gtk-3.0/gtk/gtkx-autocleanups.h"
"glib_autoptr_cleanup_GtkPlug","void",1,1,1,0,27,27,0,0,0,27,27,"glib_autoptr_cleanup_GtkPlug","/usr/include/gtk-3.0/gtk/gtkx-autocleanups.h"
"glib_autoptr_clear_GtkPlug","void",1,1,1,0,27,27,0,0,0,27,27,"glib_autoptr_clear_GtkPlug","/usr/include/gtk-3.0/gtk/gtkx-autocleanups.h"
"glib_queueautoptr_cleanup_GtkSocket","void",1,1,1,0,26,26,0,0,0,26,26,"glib_queueautoptr_cleanup_GtkSocket","/usr/include/gtk-3.0/gtk/gtkx-autocleanups.h"
"menu_item_new","void",2,39,28,3,595,632,0,0,0,594,594,"menu_item_new","/home/runner/work/vim/vim/src/gui_gtk.c"
"glib_slistautoptr_cleanup_GtkSocket","void",1,1,1,0,26,26,0,0,0,26,26,"glib_slistautoptr_cleanup_GtkSocket","/usr/include/gtk-3.0/gtk/gtkx-autocleanups.h"
"glib_listautoptr_cleanup_GtkSocket","void",1,1,1,0,26,26,0,0,0,26,26,"glib_listautoptr_cleanup_GtkSocket","/usr/include/gtk-3.0/gtk/gtkx-autocleanups.h"
"glib_autoptr_cleanup_GtkSocket","void",1,1,1,0,26,26,0,0,0,26,26,"glib_autoptr_cleanup_GtkSocket","/usr/include/gtk-3.0/gtk/gtkx-autocleanups.h"
"glib_autoptr_clear_GtkSocket","void",1,1,1,0,26,26,0,0,0,26,26,"glib_autoptr_clear_GtkSocket","/usr/include/gtk-3.0/gtk/gtkx-autocleanups.h"
"form_map","void",1,23,17,0,366,387,0,0,0,365,365,"form_map","/home/runner/work/vim/vim/src/gui_gtk_f.c"
