"col0","col1","col2","col3","col4","col5","col6","col7","col8"
"stop",2,2,4,"method FakeListLLM._acall",60,66,"Function _acall","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake.py"
"stop",2,2,4,"method FakeChatModel._call",26,32,"Function _call","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/llms/fake_chat_model.py"
"stop",2,2,4,"method FakeChatModel._call",196,202,"Function _call","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"stop",2,2,4,"method FakeChatModel._agenerate",36,42,"Function _agenerate","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/llms/fake_chat_model.py"
"stop",2,2,4,"method FakeChatModel._agenerate",206,212,"Function _agenerate","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"stop",2,2,4,"method GenericFakeChatModel._generate",83,89,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/llms/fake_chat_model.py"
"stop",2,2,4,"method GenericFakeChatModel._generate",254,260,"Function _generate","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"stop",2,2,4,"method FakeMessagesListChatModel._generate",32,38,"Function _generate","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"stop",2,2,4,"method FakeListChatModel._stream",95,101,"Function _stream","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"stop",2,2,4,"method FakeListChatModel._astream",124,130,"Function _astream","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"stop",2,2,4,"method ParrotFakeChatModel._generate",382,388,"Function _generate","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"stop",2,2,4,"method test_error_callback.FailingLLM._call",111,117,"Function _call","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"stop",2,2,4,"method test_astream_fallback_to_ainvoke.ModelWithGenerate._generate",142,148,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"stop",2,2,4,"method test_astream_fallback_to_ainvoke.ModelWithGenerate._generate",186,192,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"stop",2,2,4,"method test_astream_implementation_fallback_to_stream.ModelWithSyncStream._generate",168,174,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"stop",2,2,4,"method test_astream_implementation_fallback_to_stream.ModelWithSyncStream._generate",219,225,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"stop",2,2,4,"method test_astream_implementation_fallback_to_stream.ModelWithSyncStream._stream",179,185,"Function _stream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"stop",2,2,4,"method test_astream_implementation_fallback_to_stream.ModelWithSyncStream._stream",230,236,"Function _stream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"stop",2,2,4,"method test_astream_implementation_uses_astream.ModelWithAsyncStream._generate",206,212,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"stop",2,2,4,"method test_astream_implementation_uses_astream.ModelWithAsyncStream._generate",271,277,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"stop",2,2,4,"method test_astream_implementation_uses_astream.ModelWithAsyncStream._astream",217,223,"Function _astream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"stop",2,2,4,"method test_astream_implementation_uses_astream.ModelWithAsyncStream._astream",282,288,"Function _astream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"stop",2,2,4,"method test_get_ls_params.LSParamsModel._generate",244,250,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"stop",2,2,4,"method test_get_ls_params.LSParamsModel._generate",1174,1180,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"stop",2,2,4,"method NoStreamingModel._generate",352,358,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"stop",2,2,4,"method StreamingModel._stream",370,376,"Function _stream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"stop",2,2,4,"method test_get_ls_params.LSParamsModel._stream",1184,1190,"Function _stream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"stop",2,2,4,"method DummyLLM._call",31,37,"Function _call","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/chains/test_conversation.py"
"stop",2,2,4,"method _FakeTrajectoryChatModel._call",48,54,"Function _call","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/evaluation/agents/test_eval_chain.py"
"stop",2,2,4,"method FakeStructuredOutputModel._generate",325,331,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/runnables/test_fallbacks.py"
"stop",2,2,4,"method FakeModel._generate",358,364,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/runnables/test_fallbacks.py"
"stop",2,2,4,"method LengthChatModel._generate",260,266,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/runnables/test_history.py"
"stop",2,2,4,"method FakeLLM._generate",39,45,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/chains/test_hyde.py"
"stop",2,2,4,"method FakeLLM._agenerate",49,55,"Function _agenerate","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/chains/test_hyde.py"
"stop",2,2,4,"method FakeChatOpenAI._generate",20,26,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/runnables/test_openai_functions.py"
"content",1,1,3,"method AIMessage.__init__",184,189,"Function __init__","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/ai.py"
"content",1,1,3,"method BaseMessage.__init__",153,158,"Function __init__","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/base.py"
"content",1,1,3,"method HumanMessage.__init__",40,45,"Function __init__","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/human.py"
"content",1,1,3,"method SystemMessage.__init__",40,45,"Function __init__","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/system.py"
"content",1,1,3,"method ToolMessage.__init__",142,147,"Function __init__","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/tool.py"
"content",1,2,2,"method AIMessage.__init__",177,181,"Function __init__","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/ai.py"
"content",1,2,2,"method BaseMessage.__init__",146,150,"Function __init__","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/base.py"
"content",1,2,2,"method HumanMessage.__init__",33,37,"Function __init__","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/human.py"
"content",1,2,2,"method SystemMessage.__init__",33,37,"Function __init__","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/system.py"
"content",1,2,2,"method ToolMessage.__init__",135,139,"Function __init__","/home/runner/work/langchain/langchain/libs/core/langchain_core/messages/tool.py"
"prompt",1,2,2,"method test_summarization_middleware_summary_creation.MockModel.invoke",1158,1158,"Function invoke","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"prompt",1,2,2,"method test_summarization_middleware_summary_creation.ErrorModel.invoke",1181,1181,"Function invoke","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"prompt",1,2,2,"method test_summarization_middleware_full_workflow.MockModel.invoke",1419,1419,"Function invoke","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"prompt",1,2,2,"method test_summarization_middleware_keep_messages.MockModel.invoke",1475,1475,"Function invoke","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"prompt",1,2,4,"method FakeListLLM._call",24,30,"Function _call","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/agents/test_agent_async.py"
"prompt",1,2,4,"method FakeListLLM._call",44,50,"Function _call","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake.py"
"prompt",1,2,4,"method FakeListLLM._call",53,59,"Function _call","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/agents/test_agent.py"
"prompt",1,2,4,"method FakeListLLM._acall",60,66,"Function _acall","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake.py"
"prompt",1,2,4,"method test_error_callback.FailingLLM._call",111,117,"Function _call","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"prompt",1,2,4,"method test_astream_implementation_fallback_to_stream.ModelWithSyncStream._stream",179,185,"Function _stream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"prompt",1,2,4,"method test_astream_implementation_uses_astream.ModelWithAsyncStream._astream",217,223,"Function _astream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
