"col0","col1","col2","col3","col4","col5"
"for(...;...;...) ...",3,804,819,"llama_sampler_top_p_apply","src/llama-sampling.cpp"
"if (...) ... ",2,809,811,"llama_sampler_top_p_apply","src/llama-sampling.cpp"
"if (...) ... ",3,815,818,"llama_sampler_top_p_apply","src/llama-sampling.cpp"
"if (...) ... ",2,823,825,"llama_sampler_top_p_apply","src/llama-sampling.cpp"
"{ ... }",2,681,684,"llama_sampler_dist_clone","src/llama-sampling.cpp"
"if (...) ... ",2,608,610,"llama_sampler_dist_apply","src/llama-sampling.cpp"
"if (...) ... ",2,615,617,"llama_sampler_dist_apply","src/llama-sampling.cpp"
"if (...) ... ",1,622,625,"llama_sampler_dist_apply","src/llama-sampling.cpp"
"for(...;...;...) ...",1,623,624,"llama_sampler_dist_apply","src/llama-sampling.cpp"
"for(...;...;...) ...",3,630,633,"llama_sampler_dist_apply","src/llama-sampling.cpp"
"for(...;...;...) ...",2,647,658,"llama_sampler_dist_apply","src/llama-sampling.cpp"
"if (...) ... ",2,648,654,"llama_sampler_dist_apply","src/llama-sampling.cpp"
"if (...) ... ",2,651,653,"llama_sampler_dist_apply","src/llama-sampling.cpp"
"if (...) ... ",1,663,664,"llama_sampler_dist_apply","src/llama-sampling.cpp"
"for(...;...;...) ...",1,568,571,"llama_sampler_greedy_apply","src/llama-sampling.cpp"
"if (...) ... ",1,569,570,"llama_sampler_greedy_apply","src/llama-sampling.cpp"
"if (...) ... ",1,540,541,"llama_sampler_chain_remove","src/llama-sampling.cpp"
"if (...) ... ",1,530,531,"llama_sampler_chain_get","src/llama-sampling.cpp"
"for(...:...) ...",1,494,495,"llama_sampler_chain_free","src/llama-sampling.cpp"
"for(...:...) ...",1,484,485,"llama_sampler_chain_clone","src/llama-sampling.cpp"
"for(...:...) ...",1,471,472,"llama_sampler_chain_reset","src/llama-sampling.cpp"
"for(...:...) ...",1,463,464,"llama_sampler_chain_apply","src/llama-sampling.cpp"
"for(...:...) ...",1,451,452,"llama_sampler_chain_accept","src/llama-sampling.cpp"
"for(...;...;...) ...",1,418,419,"llama_sampler_sample","src/llama-sampling.cpp"
"if (...) ... ",1,396,397,"llama_sampler_free","src/llama-sampling.cpp"
"if (...) ... ",1,400,401,"llama_sampler_free","src/llama-sampling.cpp"
"if (...) ... ",1,381,382,"llama_sampler_clone","src/llama-sampling.cpp"
"if (...) ... ",1,385,389,"llama_sampler_clone","src/llama-sampling.cpp"
"if (...) ... ",1,375,376,"llama_sampler_reset","src/llama-sampling.cpp"
"if (...) ... ",1,364,365,"llama_sampler_accept","src/llama-sampling.cpp"
"if (...) ... ",1,356,357,"llama_sampler_name","src/llama-sampling.cpp"
"if (...) ... ",4,334,341,"get_rng_seed","src/llama-sampling.cpp"
"if (...) ... ",1,337,338,"get_rng_seed","src/llama-sampling.cpp"
"if (...) ... ",1,319,320,"llama_sampler_top_k_impl","src/llama-sampling.cpp"
"if (...) ... ",1,326,327,"llama_sampler_top_k_impl","src/llama-sampling.cpp"
"if (...) ... ",1,290,291,"llama_sampler_softmax_impl","src/llama-sampling.cpp"
"if (...) ... ",1,295,298,"llama_sampler_softmax_impl","src/llama-sampling.cpp"
"for(...;...;...) ...",1,296,297,"llama_sampler_softmax_impl","src/llama-sampling.cpp"
"for(...;...;...) ...",3,303,306,"llama_sampler_softmax_impl","src/llama-sampling.cpp"
"for(...;...;...) ...",1,309,310,"llama_sampler_softmax_impl","src/llama-sampling.cpp"
"if (...) ... ",4,263,278,"llama_sampler_temp_impl","src/llama-sampling.cpp"
"for(...;...;...) ...",1,268,275,"llama_sampler_temp_impl","src/llama-sampling.cpp"
"if (...) ... ",1,273,274,"llama_sampler_temp_impl","src/llama-sampling.cpp"
"if (...) ... ",3,269,272,"llama_sampler_temp_impl","src/llama-sampling.cpp"
"for(...;...;...) ...",1,281,282,"llama_sampler_temp_impl","src/llama-sampling.cpp"
"if (...) ... ",4,195,201,"llama_token_data_array_partial_sort_inplace","src/llama-sampling.cpp"
"for(...;...;...) ...",5,150,155,"llama_token_data_array_partial_sort","src/llama-sampling.cpp"
"for(...;...;...) ...",2,159,163,"llama_token_data_array_partial_sort","src/llama-sampling.cpp"
"if (...) ... ",1,161,162,"llama_token_data_array_partial_sort","src/llama-sampling.cpp"
"for(...;...;...) ...",2,168,170,"llama_token_data_array_partial_sort","src/llama-sampling.cpp"
"for(...;...;...) ...",2,172,176,"llama_token_data_array_partial_sort","src/llama-sampling.cpp"
"if (...) ... ",1,174,175,"llama_token_data_array_partial_sort","src/llama-sampling.cpp"
"for(...;...;...) ...",3,181,184,"llama_token_data_array_partial_sort","src/llama-sampling.cpp"
"if (...) ... ",1,93,94,"rat","src/llama-sampling.cpp"
"if (...) ... ",1,54,55,"push_back","src/llama-sampling.cpp"
"if (...) ... ",1,58,60,"push_back","src/llama-sampling.cpp"
"if (...) ... ",1,61,62,"push_back","src/llama-sampling.cpp"
"if (...) ... ",1,26,27,"front","src/llama-sampling.cpp"
"if (...) ... ",1,26,27,"front","src/llama-sampling.cpp"
"if (...) ... ",1,54,55,"push_back","src/llama-sampling.cpp"
"if (...) ... ",1,58,60,"push_back","src/llama-sampling.cpp"
"if (...) ... ",1,61,62,"push_back","src/llama-sampling.cpp"
"if (...) ... ",1,93,94,"rat","src/llama-sampling.cpp"
"if (...) ... ",1,2994,2995,"operator()","src/llama-vocab.cpp"
"for(...;...;...) ...",2,2998,3000,"operator()","src/llama-vocab.cpp"
"if (...) ... ",1,3002,3003,"operator()","src/llama-vocab.cpp"
"for(...:...) ...",1,2461,2464,"operator()","src/llama-vocab.cpp"
"if (...) ... ",1,2462,2463,"operator()","src/llama-vocab.cpp"
"for(...:...) ...",2,2775,2779,"llama_decode_text","src/llama-vocab.cpp"
"try { ... }",1,2777,2778,"llama_decode_text","src/llama-vocab.cpp"
"for(...:...) ...",1,2781,2782,"llama_decode_text","src/llama-vocab.cpp"
"<handler>",3,2779,2784,"llama_decode_text","src/llama-vocab.cpp"
"if (...) ... ",5,1123,1133,"llama_unescape_rwkv_token","src/llama-vocab.cpp"
"if (...) ... ",2,1128,1130,"llama_unescape_rwkv_token","src/llama-vocab.cpp"
"if (...) ... ",3,1137,1151,"llama_unescape_rwkv_token","src/llama-vocab.cpp"
"if (...) ... ",1,1138,1139,"llama_unescape_rwkv_token","src/llama-vocab.cpp"
"if (...) ... ",1,1140,1141,"llama_unescape_rwkv_token","src/llama-vocab.cpp"
"if (...) ... ",1,1142,1143,"llama_unescape_rwkv_token","src/llama-vocab.cpp"
"if (...) ... ",1,1144,1145,"llama_unescape_rwkv_token","src/llama-vocab.cpp"
"if (...) ... ",1,1146,1147,"llama_unescape_rwkv_token","src/llama-vocab.cpp"
"if (...) ... ",2,1154,1156,"llama_unescape_rwkv_token","src/llama-vocab.cpp"
"{ ... }",4,1121,1159,"llama_unescape_rwkv_token","src/llama-vocab.cpp"
"if (...) ... ",3,1188,1192,"tokenize","src/llama-vocab.cpp"
"while (...) ...",2,1198,1203,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,1199,1201,"tokenize","src/llama-vocab.cpp"
"{ ... }",7,1186,1208,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,1033,1034,"normalize_prefix","src/llama-vocab.cpp"
"if (...) ... ",1,1040,1041,"normalize_prefix","src/llama-vocab.cpp"
"if (...) ... ",5,1047,1079,"normalize_prefix","src/llama-vocab.cpp"
"for(...;...;...) ...",7,1057,1078,"normalize_prefix","src/llama-vocab.cpp"
"if (...) ... ",1,1059,1060,"normalize_prefix","src/llama-vocab.cpp"
"if (...) ... ",1,1065,1066,"normalize_prefix","src/llama-vocab.cpp"
"if (...) ... ",2,1074,1077,"normalize_prefix","src/llama-vocab.cpp"
"if (...) ... ",3,1082,1088,"normalize_prefix","src/llama-vocab.cpp"
"if (...) ... ",1,1084,1085,"normalize_prefix","src/llama-vocab.cpp"
"try { ... }",3,1092,1096,"normalize_prefix","src/llama-vocab.cpp"
"<handler>",1,1097,1099,"normalize_prefix","src/llama-vocab.cpp"
"for(...;...;...) ...",3,954,977,"normalize","src/llama-vocab.cpp"
"for(...;...;...) ...",2,956,974,"normalize","src/llama-vocab.cpp"
"if (...) ... ",2,958,966,"normalize","src/llama-vocab.cpp"
"if (...) ... ",2,967,973,"normalize","src/llama-vocab.cpp"
"if (...) ... ",2,959,964,"normalize","src/llama-vocab.cpp"
"if (...) ... ",2,961,963,"normalize","src/llama-vocab.cpp"
"if (...) ... ",1,968,969,"normalize","src/llama-vocab.cpp"
"if (...) ... ",1,971,972,"normalize","src/llama-vocab.cpp"
"if (...) ... ",1,980,981,"normalize","src/llama-vocab.cpp"
"if (...) ... ",1,852,853,"tokenize","src/llama-vocab.cpp"
"for(...;...;...) ...",8,861,909,"tokenize","src/llama-vocab.cpp"
"while (...) ...",2,871,893,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",7,873,891,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,875,876,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,888,890,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",4,898,905,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,902,904,"tokenize","src/llama-vocab.cpp"
"for(...;...;...) ...",4,915,923,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,917,918,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,920,921,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,1016,1017,"get_node","src/llama-vocab.cpp"
"if (...) ... ",2,706,710,"preprocess","src/llama-vocab.cpp"
"if (...) ... ",1,707,708,"preprocess","src/llama-vocab.cpp"
"if (...) ... ",1,714,715,"preprocess","src/llama-vocab.cpp"
"if (...) ... ",1,725,726,"preprocess","src/llama-vocab.cpp"
"if (...) ... ",3,719,724,"preprocess","src/llama-vocab.cpp"
"if (...) ... ",1,720,721,"preprocess","src/llama-vocab.cpp"
"{ ... }",6,703,727,"preprocess","src/llama-vocab.cpp"
"if (...) ... ",1,730,731,"preprocess","src/llama-vocab.cpp"
"if (...) ... ",1,660,661,"tokenize","src/llama-vocab.cpp"
"for(...;...;...) ...",4,672,688,"tokenize","src/llama-vocab.cpp"
"for(...;...;...) ...",2,675,682,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",4,677,681,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,685,687,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,692,693,"tokenize","src/llama-vocab.cpp"
"{ ... }",7,658,694,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,608,609,"add_new_bigram","src/llama-vocab.cpp"
"if (...) ... ",1,618,619,"add_new_bigram","src/llama-vocab.cpp"
"for(...:...) ...",9,507,576,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,515,517,"tokenize","src/llama-vocab.cpp"
"while (...) ...",9,520,529,"tokenize","src/llama-vocab.cpp"
"for(...;...;...) ...",1,531,532,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,542,543,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,547,548,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,557,558,"tokenize","src/llama-vocab.cpp"
"{ ... }",13,536,562,"tokenize","src/llama-vocab.cpp"
"for(...:...) ...",1,566,575,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",5,567,574,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,570,571,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,581,602,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,584,585,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,591,598,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,599,600,"tokenize","src/llama-vocab.cpp"
"for(...;...;...) ...",3,592,597,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,595,596,"tokenize","src/llama-vocab.cpp"
"{ ... }",5,582,601,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,487,491,"check_double_bos_eos","src/llama-vocab.cpp"
"if (...) ... ",1,493,497,"check_double_bos_eos","src/llama-vocab.cpp"
"if (...) ... ",3,478,481,"append_eos","src/llama-vocab.cpp"
"if (...) ... ",3,469,472,"append_bos","src/llama-vocab.cpp"
"if (...) ... ",1,203,204,"try_add_bigram","src/llama-vocab.cpp"
"if (...) ... ",1,209,210,"try_add_bigram","src/llama-vocab.cpp"
"if (...) ... ",1,213,214,"try_add_bigram","src/llama-vocab.cpp"
"if (...) ... ",2,181,183,"resegment","src/llama-vocab.cpp"
"if (...) ... ",3,188,195,"resegment","src/llama-vocab.cpp"
"for(...;...;...) ...",2,191,193,"resegment","src/llama-vocab.cpp"
"while (...) ...",9,121,130,"tokenize","src/llama-vocab.cpp"
"for(...;...;...) ...",1,134,135,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,148,149,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,160,161,"tokenize","src/llama-vocab.cpp"
"{ ... }",11,139,166,"tokenize","src/llama-vocab.cpp"
"for(...;...;...) ...",2,169,171,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,3212,3212,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3213,3213,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3214,3214,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3215,3215,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3216,3216,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3217,3217,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3218,3218,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3219,3219,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3221,3221,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3223,3223,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3224,3224,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3225,3225,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3226,3226,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3227,3227,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3228,3228,"print_info","src/llama-vocab.cpp"
"for(...:...) ...",1,3230,3231,"print_info","src/llama-vocab.cpp"
"if (...) ... ",1,3101,3102,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",1,3113,3118,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",3,3114,3117,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",1,3121,3124,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",1,3122,3123,"detokenize","src/llama-vocab.cpp"
"for(...;...;...) ...",4,3127,3138,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",2,3131,3133,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",3,3134,3137,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",1,3141,3142,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",10,3145,3200,"detokenize","src/llama-vocab.cpp"
"for(...;...;...) ...",3,3151,3158,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",1,3153,3156,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",1,3154,3155,"detokenize","src/llama-vocab.cpp"
"for(...;...;...) ...",3,3164,3170,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",2,3166,3168,"detokenize","src/llama-vocab.cpp"
"for(...;...;...) ...",3,3176,3199,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",1,3178,3197,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",2,3179,3196,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",1,3183,3184,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",2,3185,3193,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",1,3189,3190,"detokenize","src/llama-vocab.cpp"
"if (...) ... ",1,2987,2988,"token_to_piece","src/llama-vocab.cpp"
"if (...) ... ",2,3013,3015,"token_to_piece","src/llama-vocab.cpp"
"if (...) ... ",3,3019,3084,"token_to_piece","src/llama-vocab.cpp"
"switch (...) ... ",12,3021,3083,"token_to_piece","src/llama-vocab.cpp"
"if (...) ... ",1,3027,3028,"token_to_piece","src/llama-vocab.cpp"
"if (...) ... ",3,3030,3033,"token_to_piece","src/llama-vocab.cpp"
"if (...) ... ",2,3035,3037,"token_to_piece","src/llama-vocab.cpp"
"if (...) ... ",1,3044,3045,"token_to_piece","src/llama-vocab.cpp"
"if (...) ... ",2,3047,3049,"token_to_piece","src/llama-vocab.cpp"
"if (...) ... ",1,3057,3058,"token_to_piece","src/llama-vocab.cpp"
"if (...) ... ",1,3066,3075,"token_to_piece","src/llama-vocab.cpp"
"if (...) ... ",4,3068,3074,"token_to_piece","src/llama-vocab.cpp"
"if (...) ... ",1,3070,3071,"token_to_piece","src/llama-vocab.cpp"
"{ ... }",3,3041,3051,"token_to_piece","src/llama-vocab.cpp"
"{ ... }",3,3064,3080,"token_to_piece","src/llama-vocab.cpp"
"{ ... }",4,3024,3039,"token_to_piece","src/llama-vocab.cpp"
"{ ... }",4,3053,3062,"token_to_piece","src/llama-vocab.cpp"
"{ ... }",2,3010,3016,"token_to_piece","src/llama-vocab.cpp"
"if (...) ... ",2,2800,2802,"tokenize","src/llama-vocab.cpp"
"switch (...) ... ",20,2805,2977,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",3,2815,2818,"tokenize","src/llama-vocab.cpp"
"for(...:...) ...",1,2821,2842,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,2839,2841,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",7,2822,2838,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,2826,2827,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,2845,2849,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,2852,2854,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,2862,2863,"tokenize","src/llama-vocab.cpp"
"for(...:...) ...",1,2865,2875,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,2873,2874,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,2866,2872,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,2878,2880,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,2885,2887,"tokenize","src/llama-vocab.cpp"
"for(...:...) ...",1,2892,2902,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,2900,2901,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,2893,2899,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,2905,2907,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,2912,2914,"tokenize","src/llama-vocab.cpp"
"for(...:...) ...",1,2918,2927,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,2925,2926,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,2919,2924,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,2930,2934,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,2937,2939,"tokenize","src/llama-vocab.cpp"
"for(...:...) ...",1,2945,2956,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,2954,2955,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,2946,2953,"tokenize","src/llama-vocab.cpp"
"for(...:...) ...",1,2962,2973,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,2971,2972,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",2,2963,2970,"tokenize","src/llama-vocab.cpp"
"{ ... }",2,2943,2957,"tokenize","src/llama-vocab.cpp"
"{ ... }",2,2960,2974,"tokenize","src/llama-vocab.cpp"
"{ ... }",4,2858,2881,"tokenize","src/llama-vocab.cpp"
"{ ... }",4,2884,2908,"tokenize","src/llama-vocab.cpp"
"{ ... }",5,2807,2855,"tokenize","src/llama-vocab.cpp"
"{ ... }",5,2911,2940,"tokenize","src/llama-vocab.cpp"
"if (...) ... ",1,2756,2757,"token_to_piece_for_cache","src/llama-vocab.cpp"
"if (...) ... ",3,2751,2754,"token_to_piece_for_cache","src/llama-vocab.cpp"
"if (...) ... ",1,2634,2636,"tokenizer_st_partition","src/llama-vocab.cpp"
"while (...) ...",3,2644,2741,"tokenizer_st_partition","src/llama-vocab.cpp"
"if (...) ... ",5,2648,2739,"tokenizer_st_partition","src/llama-vocab.cpp"
"while (...) ...",7,2655,2738,"tokenizer_st_partition","src/llama-vocab.cpp"
"if (...) ... ",4,2672,2686,"tokenizer_st_partition","src/llama-vocab.cpp"
"if (...) ... ",1,2677,2680,"tokenizer_st_partition","src/llama-vocab.cpp"
"while (...) ...",1,2678,2679,"tokenizer_st_partition","src/llama-vocab.cpp"
"if (...) ... ",2,2683,2685,"tokenizer_st_partition","src/llama-vocab.cpp"
"if (...) ... ",2,2731,2737,"tokenizer_st_partition","src/llama-vocab.cpp"
"if (...) ... ",7,2698,2726,"tokenizer_st_partition","src/llama-vocab.cpp"
"if (...) ... ",1,2702,2706,"tokenizer_st_partition","src/llama-vocab.cpp"
"while (...) ...",2,2703,2705,"tokenizer_st_partition","src/llama-vocab.cpp"
"if (...) ... ",2,2709,2711,"tokenizer_st_partition","src/llama-vocab.cpp"
"if (...) ... ",1,2718,2719,"tokenizer_st_partition","src/llama-vocab.cpp"
"if (...) ... ",1,2720,2721,"tokenizer_st_partition","src/llama-vocab.cpp"
"if (...) ... ",1,2732,2733,"tokenizer_st_partition","src/llama-vocab.cpp"
"if (...) ... ",1,2734,2735,"tokenizer_st_partition","src/llama-vocab.cpp"
"{ ... }",5,2630,2742,"tokenizer_st_partition","src/llama-vocab.cpp"
"switch (...) ... ",20,2598,2618,"init_tokenizer","src/llama-vocab.cpp"
"switch (...) ... ",9,2573,2586,"token_to_byte","src/llama-vocab.cpp"
"{ ... }",1,2579,2580,"token_to_byte","src/llama-vocab.cpp"
"{ ... }",1,2582,2583,"token_to_byte","src/llama-vocab.cpp"
"{ ... }",2,2575,2577,"token_to_byte","src/llama-vocab.cpp"
"switch (...) ... ",16,2523,2531,"type_name","src/llama-vocab.cpp"
"if (...) ... ",11,1680,1699,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1694,1696,"load","src/llama-vocab.cpp"
"if (...) ... ",7,1702,1711,"load","src/llama-vocab.cpp"
"if (...) ... ",8,1712,1723,"load","src/llama-vocab.cpp"
"if (...) ... ",11,1724,1757,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1729,1730,"load","src/llama-vocab.cpp"
"for(...;...;...) ...",6,1734,1748,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1743,1745,"load","src/llama-vocab.cpp"
"if (...) ... ",9,1758,1788,"load","src/llama-vocab.cpp"
"if (...) ... ",5,1770,1776,"load","src/llama-vocab.cpp"
"if (...) ... ",6,1789,1797,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1808,1809,"load","src/llama-vocab.cpp"
"if (...) ... ",7,1798,1807,"load","src/llama-vocab.cpp"
"if (...) ... ",3,1813,2002,"load","src/llama-vocab.cpp"
"if (...) ... ",8,1816,1824,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1825,1826,"load","src/llama-vocab.cpp"
"if (...) ... ",3,1835,1838,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1840,1842,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1844,1846,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1848,1850,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1852,1853,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1855,1856,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1858,1859,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1869,1870,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1874,1876,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1878,1879,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1881,1883,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1886,1888,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1890,1891,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1893,1894,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1896,1897,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1899,1900,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1902,1904,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1907,1909,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1911,1913,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1915,1916,"load","src/llama-vocab.cpp"
"if (...) ... ",4,1918,1922,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1924,1926,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1928,1929,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1931,1932,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1934,1935,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1937,1938,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1940,1941,"load","src/llama-vocab.cpp"
"if (...) ... ",3,1943,1946,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1948,1949,"load","src/llama-vocab.cpp"
"if (...) ... ",1,1951,1952,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1955,1957,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1959,1961,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1963,1965,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1967,1969,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1973,1975,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1977,1979,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1981,1983,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1985,1987,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1989,1991,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1993,1995,"load","src/llama-vocab.cpp"
"if (...) ... ",1,2000,2001,"load","src/llama-vocab.cpp"
"if (...) ... ",2,1997,1999,"load","src/llama-vocab.cpp"
"if (...) ... ",5,2003,2008,"load","src/llama-vocab.cpp"
"if (...) ... ",6,2009,2015,"load","src/llama-vocab.cpp"
"if (...) ... ",3,2016,2019,"load","src/llama-vocab.cpp"
"if (...) ... ",1,2026,2027,"load","src/llama-vocab.cpp"
"if (...) ... ",5,2020,2025,"load","src/llama-vocab.cpp"
"if (...) ... ",1,2035,2036,"load","src/llama-vocab.cpp"
"if (...) ... ",1,2041,2042,"load","src/llama-vocab.cpp"
"if (...) ... ",1,2047,2048,"load","src/llama-vocab.cpp"
"for(...;...;...) ...",9,2054,2080,"load","src/llama-vocab.cpp"
"if (...) ... ",2,2056,2058,"load","src/llama-vocab.cpp"
"if (...) ... ",2,2069,2079,"load","src/llama-vocab.cpp"
"switch (...) ... ",24,2070,2078,"load","src/llama-vocab.cpp"
"if (...) ... ",1,2087,2090,"load","src/llama-vocab.cpp"
"try { ... }",1,2088,2089,"load","src/llama-vocab.cpp"
"<handler>",2,2090,2092,"load","src/llama-vocab.cpp"
"if (...) ... ",1,2094,2095,"load","src/llama-vocab.cpp"
"if (...) ... ",2,2100,2109,"load","src/llama-vocab.cpp"
"if (...) ... ",3,2096,2099,"load","src/llama-vocab.cpp"
"if (...) ... ",1,2107,2108,"load","src/llama-vocab.cpp"
"if (...) ... ",2,2104,2106,"load","src/llama-vocab.cpp"
"if (...) ... ",1,2141,2142,"load","src/llama-vocab.cpp"
"if (...) ... ",1,2144,2146,"load","src/llama-vocab.cpp"
"if (...) ... ",1,2147,2148,"load","src/llama-vocab.cpp"
"{ ... }",5,2136,2149,"load","src/llama-vocab.cpp"
"if (...) ... ",1,2156,2157,"load","src/llama-vocab.cpp"
"if (...) ... ",1,2159,2160,"load","src/llama-vocab.cpp"
